,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
161257,114035.0,0.305921185978021,0.851399679293324,0.235569104563092,1.07476609156948,0.434299032610063,-0.886029791432939,0.688508497693386,-0.356910159920729,-0.59439070205824,0.102319205797364,-0.551060494776606,0.164695506590676,0.863915090217885,0.479543411254909,1.82294705653551,-1.37389880634894,0.411404255070674,0.365438553936211,2.45067717121803,0.246695678166627,0.410191137835859,1.42754734465533,-0.190672316528974,0.137919075608716,-0.68115273176131,0.206299334095346,0.276799174852975,0.234987120380745,1.49,0
134242,80711.0,-2.06835813108937,2.21661465157611,-0.688648889746396,0.819330825769524,-0.549151233868287,-0.573651002333301,-0.446946928738798,1.39653762812172,-1.31416674854053,-0.836532910077544,-1.72325705762405,0.502239611420133,0.895565208486225,1.43532545689841,0.797809981523848,0.229915933275275,0.218103865398246,0.292250768916076,0.853570869349426,-0.456377858366083,0.236467914043768,0.0926433792504826,-0.174823957065818,-0.4228513972029,0.193902189835995,-0.301807139534586,-0.731488211713318,-0.192557267705975,13.42,0
259483,159135.0,0.101441789697317,0.624129149593661,0.198622248579974,-0.241747469250849,-0.444914193674638,-0.0363244804348646,-0.604688684822467,0.683999274140061,0.33234571920484,-1.00260434624681,0.491046895457852,0.590797045983275,0.322900070179949,-1.2148491631853,-0.0123881919245781,1.40452933097173,0.0639838749605749,1.4225689328857,0.140553659239926,-0.143570286483698,0.128435836746013,0.342139744808007,0.169962610725446,-0.572760853228582,-1.07838083088801,0.44812827858691,-0.0670805729632251,-0.0414395638594812,14.38,0
182871,125575.0,1.92930105488326,-0.223787848290789,-3.12012999476925,0.29245136767098,2.8894504021948,3.31841441960059,0.0705128181710764,0.660560867024028,0.0393722056876623,0.25934507095686,-0.254118260571969,0.327816506037414,-0.395558222532971,0.733472645385851,-0.141552592817581,-0.746802879502821,-0.269217993289398,-0.684472068362332,-0.291910525757747,-0.115701457816356,0.0718271569472114,0.199279511566498,-0.0127494654446825,0.709901398359243,0.492767051912506,-0.477041103662407,-0.0078325180139677,-0.0594617728113953,57.78,0
219919,141935.0,2.19507840857431,-0.749607398892296,-3.03023251713909,-1.21805430334547,0.799243501305974,-0.731871576325589,0.463492173257422,-0.485060209644792,-1.23428392369562,1.0694842571183,-0.190708229189508,-0.405810189712005,0.0754969202701285,0.572962892313055,-1.08824434927113,0.602817285614525,-0.137965267487916,-0.899281385970515,1.46091053855387,0.12969460713024,0.49124627489628,1.31827937846025,-0.472375336870333,-1.33712367235426,0.876174012264525,0.362926008553297,-0.112052262244124,-0.104366449673143,88.0,0
90450,63025.0,-0.746886262738233,1.19394044962925,1.0706184828857,0.128678873450343,-0.124893023136539,-0.262666767636008,0.275961090986221,0.392791094044915,-0.188444592219486,-0.707768978475862,-1.33102989197757,0.888574718225648,1.3728284961704,-0.293911150463309,-0.812833079706277,-0.301382467275116,0.0039899521208256,-0.352893694338749,0.501255451239919,0.0533524178942366,0.0024795811792197,0.297910613250232,-0.219176532893026,-0.023208114506848,-0.0009472921094357,0.391896367364823,0.243248344003421,0.136203094589596,2.99,0
182598,125470.0,-0.273386693849128,0.208580924946538,-0.241747944849305,-0.782774744755662,-0.625940997045445,0.20886799767995,1.38604418851524,-0.461702519161803,-1.10740294256835,0.406309826406512,-1.78055534669396,-0.808787576409695,0.313255342893285,0.0901491022498043,0.735279484970077,-2.01726053204184,-0.11636428633638,1.82473718978797,0.256732300142195,-0.596107447463539,-0.0225414263877104,0.743810732223525,-0.212034791411347,-0.741240317655678,-0.179324610042551,0.114756912046915,0.107389836837118,0.10399859893037,215.81,0
152753,97455.0,1.90579870724925,-0.466830366219047,0.6275765848099,0.794870537421174,-1.56137647526113,-1.00464229945117,-1.02086950269574,-0.0596777783317795,2.76005115204467,-0.361611419423562,0.698735075650094,-2.397047749411,0.678644243198871,1.36256256236687,0.0733283223238868,0.418961490415839,0.480682602265801,0.128604549102606,-0.845731428672589,-0.306679241128391,-0.0673066053215654,0.150802494884505,0.450992576303667,0.870090926870619,-0.776071810870776,0.388436719253669,-0.0448950428969484,-0.0365888113236476,12.95,0
158451,111272.0,-0.208844738748582,0.46155777051688,-0.109416388430196,0.267219358389482,0.867080795547044,-1.57373259371202,0.682234490815999,-0.266689236714162,0.895460347633986,-1.21258951979374,2.62785685661382,-1.9308034287969,1.36949495807252,0.79664942105994,-0.762784469105232,0.0688042941481379,1.21494328081114,1.37177800792976,-0.315372228295845,0.0671480626208595,0.310122782748523,1.01052494990943,0.0708380419321558,0.407096807574551,-0.478280220438145,-0.251084402503561,0.0817878098840258,0.13388569587116,54.49,0
209128,137425.0,1.82206801826627,-0.73006094832712,-0.337647513014519,0.287901134733525,-0.957297083293759,-0.516206715257025,-0.647135739531648,0.0629534636398595,0.937939870915822,0.22341171417076,0.829893030460965,0.481549849953931,-0.815531200280971,0.317618257009387,0.275723334624584,0.752151686680396,-0.803305112332827,0.647163115009401,-0.140978485187878,-0.0880947480492827,0.268514759803841,0.675580494209722,0.139345456513705,0.109531706098421,-0.450762633544581,0.621835313406431,-0.0587338831752451,-0.0470473469348065,79.0,0
166382,118045.0,1.26999264865037,-2.04261772897506,-3.23459692134902,-0.1436170171441,-0.0012196659131361,-1.06154560186235,1.2165155337999,-0.716570608450788,-1.17272381551314,0.797793766683373,-1.33592576274801,-0.471271305729316,-0.0685539979317407,0.826289963401149,-0.229103638455522,-2.09396281799874,0.0881263373226208,0.870452291195578,-0.706012144324068,0.454051323414648,0.186110312678748,-0.0616686800494293,-0.554182723242898,0.566412866599584,0.36176853111725,0.947158357155681,-0.22828602664859,0.0031524387224411,535.8,0
148658,90110.0,2.044677171238,0.0094477983568314,-1.03378530884896,0.428211065269026,0.152555807980772,-0.656840780435629,-0.0111987792932167,-0.253388723205386,1.5743951259313,-0.130805756741323,1.6353526814375,-1.43491776595327,1.76958315685937,1.86874775551664,-1.38486877542275,0.15077220495213,0.0719232342912737,-0.0081481273954221,0.352182766718706,-0.23981565137764,-0.407884856814742,-0.824085261310468,0.298738971643396,-0.394422912538125,-0.30583611463599,0.159357932491582,-0.101120797858537,-0.0795340918099657,1.98,0
256131,157549.0,-0.0422365986623183,0.791295554270904,0.540349769626108,-0.562633941995477,0.149884219367605,-1.13679153362984,0.888077792374718,-0.0695309792574617,-0.270980578792175,-0.228996685471445,1.19562827081524,0.761262498097548,-0.645511187433276,0.436967808270707,-1.0929682740504,-0.0391035239037433,-0.427334535833512,-0.378767209001659,-0.0037711036128448,-0.0742057152934228,-0.176616450634142,-0.394030116010466,0.134371825839347,0.528861337462206,-0.61024848966369,0.087436316677297,0.24071530801897,0.0920536591663401,3.59,0
237008,149055.0,-1.91058143912651,1.88606419087331,-2.98065876672387,-0.876551860591136,1.38624749350864,0.554257574915642,-0.0335005242303967,1.70546381315356,-1.55304012128376,-0.937005237565018,-0.0042543909564505,0.875376582593087,-0.443203347516636,2.24373074761986,-0.699223131408327,-0.815187493236843,0.757114592227876,-0.93563909134201,-0.646383280078401,-0.786162100705436,0.691932794711763,1.47325321310458,-0.300366773030307,-0.845446819282935,-0.134564109838944,0.634043421111119,-0.7263519565525,-0.162132528346674,0.0,0
190658,128927.0,-0.802870861061772,0.428529066707393,-0.772839631508459,-0.332352210195425,1.71658941310217,-0.83642317025218,1.29432565936544,-0.5414685254207,0.238780299697993,-0.442591979778379,-1.22383154066827,-0.567874143185719,0.476716298828703,-1.34491094230839,0.887157054454479,0.187930789419721,0.0439063673362395,0.944595525941038,0.268911886361745,-0.10142113725675,0.101575119968119,1.01938398477609,0.138369157229284,-1.12453819479178,-0.180275076537222,-0.100172812949836,0.175361769807661,0.0428827198478313,38.9,0
227607,145139.0,-0.195449786274506,1.10202697695832,-0.868143628990043,-0.50074345400358,0.428229037294045,-0.879087514351922,0.4720128627779,0.454948061125652,0.144485110717534,-0.992876989839248,-1.3363020594394,-1.23970318450353,-2.25212476234696,-0.241585883644782,-0.0131742940262865,0.596523226607859,0.627891721560897,0.147397672706025,-0.177390944956226,-0.22512572984917,-0.330331929131995,-1.05827795304577,0.177802852596194,0.407281853626085,-0.459018083086095,0.129165364373566,0.0797617427222533,0.0156670601974199,8.99,0
62581,50326.0,1.12398714240754,0.0734135938022954,1.44823574074292,1.40793864243145,-1.0119858426706,-0.3501321417838,-0.448286308291908,-0.014501104728274,0.645428687453999,-0.247275562852793,-0.246798806227165,1.37456665290857,1.45230742145548,-0.632898890654461,-0.0068982949362119,-0.0858807173927687,-0.213734472834189,-0.349169448037801,-0.345423101787038,-0.0426634789212217,-0.0218257236393128,0.205610326491839,0.0151961744554205,0.762722896759724,0.420060568001617,-0.434787898208555,0.0818599723117352,0.0454449520706681,12.99,0
94138,64750.0,-0.623771704102557,0.991873814189937,1.14849204055005,0.667431193721943,-0.205856411632627,-0.10290133454683,0.526093348145959,0.0835565916530335,-0.257323403670857,-0.313340557362829,-1.15608498844436,0.293366828098241,0.645154550108162,-0.156141058058403,0.0725315705352836,-0.61186640474141,0.240845464519792,-0.308926729523985,1.52390312955494,0.0705942611967663,-0.136311549591191,-0.172425067300318,-0.125853551993092,-0.0587543025510836,-0.290392862381721,0.33069827290409,-0.282266367037719,-0.161554791511047,44.24,0
44003,41744.0,1.16677824540043,-0.436905310068731,0.0938875703245952,0.171505643523355,-0.650188552203154,-0.441492469606769,-0.230225631712561,0.121165414571299,0.682625128764144,-0.0268502004835346,0.29070091650317,-0.532937337818746,-2.97792962949927,0.710606228123199,-0.586755586085184,0.0847689104037598,-0.0533521251730552,0.120442789917941,0.840271159786933,-0.167273961342696,-0.161073337197542,-0.545775040005271,-0.0850874024631381,0.0172373674024272,0.345082424140388,1.01719171256386,-0.110636683750358,-0.0140720112266088,49.97,0
79138,57882.0,-0.776737703564189,0.427074468546045,1.21738823166136,-1.09607617534957,0.0976743875791777,-0.595899234211668,1.22215341694727,-0.0309684525910353,-0.797913141053683,-0.744358238166206,0.962537554054096,0.294177270936669,-0.543289192552696,0.531841999631018,-0.246936669559286,0.716799396399772,-0.837767839986935,-0.204988533692874,0.182838126625385,0.181598102704053,-0.334717219231788,-1.40315705869352,0.330929600756907,-0.0333111804705343,-0.417622374365242,0.362306010863652,-0.0688765659403949,0.0947279201623784,119.9,0
8459,11345.0,-0.479383683275681,1.17179124312493,1.93627625025739,0.30291624704064,-0.188225222357928,-1.14917659089455,0.671154322332303,-0.218445158866488,0.752294841770016,-0.706074953707121,1.13767567638378,-2.02688136904372,2.24403810983882,1.4786122095053,0.0003285889686097,-0.0166687621112256,0.494897088619915,-0.330750603627857,-0.39606983721007,0.101744802633557,-0.329327505824066,-0.630723701696516,0.06945800254725,0.854886014306941,-0.261688506311379,-0.0028316109299529,0.240157938785205,0.122515678399996,9.57,0
216266,140410.0,-1.28062934592249,-0.531602692935561,0.626282799980799,-1.05367365796564,2.20137121952231,-2.14959838349053,0.996239718807722,-0.541847061125163,-0.3369897489085,-0.800630115042679,-0.607217581649433,0.582689396849994,1.0434497597427,0.0938239026225284,-0.0941160597570107,-0.193510220209455,-0.855005494954035,-0.610535439997489,-0.49964738098858,0.393780507782532,0.0178621954618108,-0.234787972429481,0.101055444824171,-0.0138191091428184,0.0903427284887238,-0.294473615969876,-0.159703324429907,-0.0625218449240695,50.0,0
9253,13326.0,-1.03007427960084,0.962570295469158,1.59844931653733,-0.214943837093958,0.78000241855961,1.53391457364625,0.171687200063138,0.576481771639874,0.837136412589752,-0.496970507046754,3.03321491859318,-2.05648725110023,0.509020300917227,2.03663413597324,0.625128609972768,-0.898208730098,1.34185675713701,-1.40289707538137,-1.39482215607894,-0.162779327837871,-0.175747158988055,-0.217048565510733,0.140338629194214,-1.11244705395417,-0.655745209677655,0.120023474025513,0.0743890105140753,0.143415443167156,10.66,0
188416,127964.0,1.93871572250473,2.52508522441636,-4.65537237498122,4.86910824414423,2.5820971299958,-2.2908628523768,1.34565926328102,-0.455895231701242,-1.80404603479608,-1.77297720734178,1.31836660457616,-2.34217128782432,-1.27008960103692,-7.46954223542424,0.206431814387003,3.16296138329539,5.77644161382413,3.10153709946594,-2.75547195854757,-0.118243124663326,-0.322217500053842,-0.870088178118903,-0.113317828853024,-0.694863724935484,0.352916491819181,0.147328961064109,0.0105419838017769,0.114173566730071,0.77,0
261013,159823.0,-0.264520931025096,1.29705641525618,-1.18305166571544,1.64682653474689,3.79396933890089,4.093987967737,0.91008105175421,0.828546852253987,-2.00669127679101,0.930096337688462,-0.81775585039251,-0.713123793252781,-0.483694657452635,0.524388556610638,-1.20933506506024,0.25999427697404,-0.807911207819058,-0.40063081653787,-1.7547935822013,-0.210092423431046,0.413644697477128,1.08970191764874,-0.249777165496505,0.722188660442804,-0.243972882283006,0.162253644537999,0.0506152678608075,0.198910486256531,19.32,0
166576,118174.0,-3.3136427002313,2.00073947698715,-2.36411587124153,3.43526326951093,-5.06165208217752,11.6800442774564,4.85536450925736,-8.05935356669887,-1.77313592295842,0.635074525000755,-0.0105982616027651,-0.737578948835282,-0.156657630306097,-0.151646626452238,1.01543292159447,0.723144101150914,0.190586255132365,-0.471138867604746,1.34601705842086,-2.74603830325351,1.70285509016507,-2.02618141575853,0.639726959193043,0.749451169444475,0.0542416713914906,0.17751711758483,1.64820232764003,-1.07231670429923,1569.84,0
102315,68141.0,-0.55557498299101,1.30486625493013,0.96179444505887,-0.116027272933412,0.28278602082028,-0.658947189934733,0.78029359849135,-0.0785990354097776,-0.28425171777308,-0.232081693676025,-0.53803203668125,0.154481095041245,0.974859896358783,-0.683875334007981,0.867888896704135,0.487619159909369,-0.241102266439278,-0.0707796243298907,0.0758627889198579,0.309797932452187,-0.32155317391877,-0.747485818552417,-0.0602065387452615,-0.187164633438275,-0.0068759444736481,0.107847571055813,0.360242473699988,0.155237607153352,15.25,0
80473,58502.0,-0.989852276862869,0.317004626030666,0.700099172478757,-1.86322283225871,-0.214630632484964,-0.424830027785851,0.022239270567367,0.451045731152837,-1.81119421064734,0.119582337993795,0.22810714911197,0.574275568659806,1.02473903257762,0.304378565538112,-0.522556967804192,-0.594936686034682,-0.686896530931916,1.52370413943091,-0.611636373755696,-0.244216030432367,-0.447035570974149,-1.05411436568277,0.0553249334858086,-0.502041818209343,-0.31479966939353,0.685908522146316,0.145496107402427,0.0650882614191242,41.31,0
140853,83979.0,0.722763561303984,-1.4877275751063,-0.286888174006115,-0.235465296846239,-0.976375761040315,-0.456105941519938,0.18975123591556,-0.28607516151124,-0.95552621458941,0.402756974831617,-0.384396837319481,0.465878075480411,0.944453655220847,-0.02679865342409,0.167509575345205,-2.08152773701996,0.559301072331057,0.121214677442088,-0.932576912236841,0.191199781485445,-0.212191297030807,-0.685380368354315,-0.276314086647598,0.171361072783719,0.264703074157326,1.08333414789289,-0.110023090714501,0.0539839795929817,338.31,0
144715,86355.0,1.19270746253762,0.0900639801259467,-0.135171812287996,0.0521484527389282,-0.225791672781148,-1.18837530032584,0.426828536577912,-0.307057272277389,-0.512488875401888,0.0528416574657233,1.74155619566599,1.22382894220338,0.478491842858605,0.581516029138363,-0.015562521740679,0.0217175100705244,-0.366384603148686,-0.326750723288688,0.31554990296253,0.0407039362124758,0.0465437168398238,0.0645622138645008,-0.113153130204107,0.635604936990895,0.498623438192667,1.03462962396096,-0.120473839680628,-0.0094086516353886,44.95,0
170165,120050.0,1.91063017121941,-0.0599366886903904,-1.90342907138908,0.665922246241423,0.450901791454233,-0.744743225742371,0.29146659597457,-0.301992766522647,0.419096594290042,-0.441329719954934,-0.571585323933044,0.424503061283405,0.889599366030512,-1.18284865670879,0.143946685757852,0.270843831927539,0.483508724088983,0.177899828994756,-0.26186548644099,0.0673560467537234,0.107081028467855,0.345935913627436,-0.0340228969761353,0.557918334868207,0.147932604909942,0.420563545104788,-0.0571284561285789,-0.0161531169352758,87.1,0
190921,129033.0,-1.25554409926799,1.79659634207898,-0.355035002881497,0.850849381689407,1.16848708743025,-0.194124206586784,2.13645209437688,-0.47633512743241,-0.389368533363274,0.041119431975003,-0.538479693564491,-0.769376660331424,-0.513102075884347,-1.43273111471265,0.213374184838565,-0.744391478796286,1.23747045152163,0.314463038700147,0.675422601587714,0.39199103615121,-0.241955638693124,-0.0340645836484006,-0.628134066651298,0.494672522771013,1.28050558766889,-0.219499865059504,0.273227039176456,0.0978545856524099,125.45,0
51475,44965.0,-0.853383877508386,-0.197910516193373,2.3447183947225,-0.0537517389445814,0.0625436926267076,1.56066963008345,-0.464355877196134,0.725175834856949,0.44051149743965,-0.948545296019581,0.352141888721591,0.740932378000507,-0.0943783105610446,-0.457158352246614,0.923838442919394,-1.86298164903817,1.73574024203353,-2.41145968095493,-0.370030553019479,0.0897783458296715,0.0498323516910797,0.400644657495713,0.228242212490551,-0.547861682263571,-0.790442578201382,1.10580552179656,0.1302260675106,0.114846411369016,41.0,0
107487,70455.0,1.06910423927404,0.0102239768494911,1.22823770627853,1.42362340941392,-0.8256692898288,-0.117662686309152,-0.392756591969709,0.068379219338442,0.596570145306255,-0.249073554959309,0.0346033963639513,1.20366856265195,0.846090993626345,-0.406798207146017,0.16289070052749,-0.58906110440784,0.230103421482035,-0.740980976682086,-0.803228455398079,-0.104013120624893,0.170265056002395,0.784275325169114,-0.0659587816146696,0.676298805346826,0.536390489641225,-0.223641679496555,0.0814130299362693,0.0361176929043409,20.46,0
248945,154166.0,-0.294727298160877,0.836871007836834,0.697421770175951,-0.714249612640522,0.574099699756881,-0.945726682998942,1.18829144856642,-0.232855294951073,-0.347316482806499,-0.773643400205209,-1.12794536551389,-0.0967897674544649,-0.170840342270617,0.210167287683874,-0.377163250792998,-0.076528011446192,-0.425720915422473,-0.636254051236868,0.0726797389549959,-0.106863870635557,-0.205548017386826,-0.588265020166851,-0.0474740946984263,-0.113924040519605,-0.384775313604271,0.161561626092319,0.0675139138939452,0.145264061150133,17.99,0
47777,43358.0,-0.915581574764818,0.591212657778335,2.62183625612112,-0.0294629632584647,0.0020276907097379,0.841436599127198,0.085015034148047,0.51549258028712,0.0277171267836196,-0.855313179128074,0.547003147846245,0.591171855933708,-0.566782164020081,-0.2199705718539,-0.782399497810076,0.2459006251212,-0.531607985364616,0.238142999554589,-0.646235950114835,-0.143303335036207,0.0452843104983279,0.200706993424301,-0.311813191818969,-0.320768692556657,0.356854050030725,-0.459611700721222,0.0955237325490662,0.062006109683019,12.99,0
49195,43952.0,1.35169029708411,-0.891524079415001,0.87993699923964,-0.926609328427779,-1.22305811593484,0.502197883782939,-1.39454157269778,0.262598991988698,-0.382878297132896,0.792271455558782,0.0526136575129609,0.0948528955353207,0.588530095665714,-0.260913406665612,0.898918317096785,-0.0762936825007972,-1.02785794782927,2.5100024596602,-0.449186797803639,-0.381082167425597,-0.184110474387174,-0.0706614790084222,-0.0868783326884896,-0.7881126734967,0.0788270070331861,1.16821902512314,-0.0094919395319628,0.0069703383835406,17.91,0
229909,146105.0,0.076524044561869,0.786597007817156,-0.138443167641808,-0.954623708015403,0.991442168840781,-0.181606848400146,0.888665389587246,0.0077441267489446,-0.232502024649081,-0.241268984750866,-0.191798314868568,0.477913607447143,0.130501582519335,0.24101773906097,-1.02642698871981,0.417638604095346,-1.05307618255047,0.0977147058862017,0.612651004374412,0.0093743810820623,-0.279424316011892,-0.656647257533284,-0.075475285255736,-1.1046296740217,-0.374448066336774,0.187768822265403,0.241885727264168,0.0763514419746925,3.59,0
142627,84843.0,-0.84154901863303,-0.102994751563976,0.514615665287751,0.617203931403206,-0.0421558618469332,1.4993085117077,1.7950471373462,0.159202789296938,-0.628439004245353,-0.700292806824432,0.0134162505419236,0.59793038805669,0.282594520589742,0.0515808405533154,-0.931770281434695,-0.217057107341815,-0.443116608772847,0.163282416049688,0.415453424974983,0.683044381554248,0.150562022953467,0.0097359386735065,0.451681362370077,-1.16950877956988,0.505455150686492,-0.309650113303974,-0.058033881658601,0.0247144943636076,352.3,0
