Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
61401.0,-0.98797706331338,1.50728370086176,0.803507758608299,0.0815084202871205,-0.37707064071919,-0.890771587569008,0.621683123968819,0.172492387191273,-0.62331958819468,-0.582203677966472,-0.123053257402769,0.725414984121416,1.43789774338359,-0.440372448572096,0.745295559720343,0.445073874162782,0.0820383538645893,-0.264625952021141,-0.0961399361101733,0.0210024316472362,-0.189601648530307,-0.591588756472707,0.103170663667943,0.367964365456407,-0.0995775193429193,0.0479638721823768,-0.113096740565408,0.0264160587493688,49.99,0
37861.0,-1.24082266264689,1.50780295360792,0.229556719154467,-0.44938701572325,0.285820543023511,0.606289016726156,-0.121015957722305,1.05148961444147,-1.01485913093968,-0.563367953307555,0.221610562531938,1.2298138158404,1.48862857094913,0.644533561094406,0.301354759813029,0.680205181134574,-0.599515284178663,0.061674128191208,0.443509724863145,-0.0363869233005158,-0.123492706264531,-0.543729889752669,-0.0507457708779957,-1.33025668344294,-0.034010182799415,0.156313238036918,-0.0911063164265536,-0.0518080841628239,10.71,0
95074.0,-1.32751877213218,1.54353177551797,3.00733088622167,4.2418634291092,-0.150692470748333,1.92844823881445,-0.544330081885086,0.445050423638395,0.581978823853854,2.32782159884049,1.497152216868,-3.1450073628749,1.11537436675155,0.899513452053624,0.169816568615329,0.638693530479392,0.264425234156359,1.70087283724575,0.857059357487752,0.684855179337292,-0.103444400413518,0.559456999858301,-0.184764334206111,0.673958109946956,0.0773919183312066,0.463479515513585,0.559758875189151,0.137143444177385,22.7,0
76607.0,1.16379243101613,0.21241675962034,0.540330635904072,1.31557802105591,-0.24616204660856,-0.217714689683376,-0.0236053634051162,0.0231074406454113,0.266674973689995,-0.0854835234172757,-0.425103157432383,0.320393226916923,-0.351913945379962,0.196920909631288,0.463479521321122,-0.395852014645252,0.0855779292703627,-0.884918312898471,-0.482589011084361,-0.200454504057847,-0.18516845206819,-0.397422439660554,0.0537116387664508,0.0557672685053589,0.443358151147438,-0.467240120638818,0.042479430702837,0.0220125931047769,6.9,0
57228.0,1.32653850505161,-0.365593230602731,0.756603860782095,0.259893124492209,-0.847250855125459,0.006266378247064,-0.741108389050314,-0.0261746759174484,-0.692655606828554,0.728781954704966,-1.23763529785978,0.116066872493677,1.4587999082858,-0.328680163370722,1.1805838308209,-0.74010449192255,-0.749881227300918,1.69817509760774,-1.02324546628817,-0.408065487947688,-0.378705087173915,-0.585493552133605,-0.0203776269745776,-0.484177044892847,0.35675884293473,-0.400056447912322,0.0831569081161759,0.0400121895074857,23.74,0
146205.0,-0.17250395055043,0.867296425118197,-0.0770110425174027,0.720090410352523,1.27902909658625,-1.11367199292915,1.35434235131849,-0.345597687706094,-0.650977048279699,-0.302111398876129,-1.1535137741104,0.0893839847758182,-0.0686355504606481,0.457171578257177,-0.763643000022688,-0.980506720344969,-0.0730813554728148,-0.451305968857051,0.123516170988491,-0.0977418804134096,0.214714768948124,0.747861177015183,-0.169870273239431,0.0039916888284995,-0.254734131513065,-0.549899908090608,0.211215611978113,0.218522976164453,12.4,0
103584.0,-1.87778891968529,-1.13289958066319,2.71547414312237,0.270356580942241,-0.229064251092039,1.73581922284743,-0.605955344430455,0.587897418409052,2.82650432708552,-1.48313256333589,0.20696356814996,-1.96011910974955,0.990506230239225,0.285658008361615,-2.5524651105833,-0.182129364726122,0.504210429713797,1.4388586483705,1.14369803762231,-0.226437937014141,-0.109653832645141,0.650494071579233,0.549947430303844,0.164447140788691,0.824000736632067,0.0248870055524975,0.176322805468212,-0.0835954177655295,122.49,0
56257.0,-1.32335196396416,-0.612993035492069,2.13765501839537,-1.35934819903667,-1.36416939871489,0.4534580267693,-0.881777200251786,0.931365555635971,-0.49650988147771,-0.563511444782401,0.471144829253907,-0.0056282513643576,-1.18687322170591,-0.522176740574414,-2.31192438535141,0.713701763922504,0.908292096485642,-1.15190217504197,0.137327879534538,0.0680896386509379,0.462274913094916,1.12461703552754,-0.0849018677256924,0.266348493592122,0.212992818988328,-0.151561692353716,-0.0218481602083224,-0.0228721762751449,86.43,0
151678.0,-0.0430856973639385,0.702002405419415,1.18465625167809,-0.329372871562836,-0.268990605851747,-0.452795385507108,-0.105370942372795,0.081227072244164,0.576565458521565,-0.994496789225297,-0.667632373684263,-0.19878606582087,0.578947804186898,-1.74063721936982,1.12222730718639,1.44978141666677,-0.197304787512358,1.16996677888508,-1.05935331636592,-0.0970292135369296,0.268924429335571,0.797778251531936,-0.0593099335698589,-0.187566027346344,-0.781019065278429,0.223135598668666,-0.0256526446573071,0.0885515330340333,4.2,0
73184.0,1.09635641928306,0.0835306904330167,0.418297853758805,0.979350465693443,-0.249914793850454,-0.118166697940003,-0.104148394421514,0.146792931220726,-0.0608940809094004,0.138873282920979,1.38300456118802,0.469602216858705,-1.05144765780159,0.759119169798751,0.684450313404926,0.127507468820729,-0.39079107170662,0.0068566316609641,-0.442430823254013,-0.171598816361301,0.0295139260144981,0.0045129708041819,-0.0138914965421965,-0.0266957247259068,0.396124206687315,-0.425444234941067,0.0238053938924468,0.0143084605057519,29.99,0
